created_at,solved_at,average hours to resolution,initial_response,month created,cases count,channel,satisfaction,subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric_set_id,metric_set_full_resolution_time_in_minutes_business,metric_set_agent_wait_time_in_minutes_calendar,via_source_from_address,via_source_from_name,via_source_to_address,via_source_to_name,via_source_rel,requester_domain,submitter_domain,assignee_domain,Username__c,Order ID__c,Username of person being reported__c,Links to evidence of abuse__c,satisfaction_rating_id,satisfaction_rating_comment,via_source_from_ticket_id,via_source_from_subject,_BATCH_ID_,_BATCH_LAST_RUN_
12/22/17 0:00,1/22/18 0:00,35,1464,2017-12,cDeIoVwE,api,good,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9vXop2s4,,0,Hyacinth@modocorp.com,Lavinia House,Forrest@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
8/3/17 0:00,7/13/17 0:00,45,1075,2017-08,YTONQKqm,email,bad,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h5E6qnRG,,1,Hyacinth@modocorp.com,Lavinia House,Forrest@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
10/21/17 0:00,2/9/18 0:00,19,1674,2017-10,lnTipx7w,email,bad,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xhZYoqja,,0,Forrest@modocorp.com,Leslie Flynn,Davis@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
9/15/17 0:00,2/28/17 0:00,19,1674,2017-09,A0ETHn7p,email,bad,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rwVH3T4S,,0,Forrest@modocorp.com,Leslie Flynn,Davis@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
3/23/17 0:00,6/9/17 0:00,64,1525,2017-03,FklfXNRN,api,good,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tfADm7IP,,1,Hyacinth@modocorp.com,Lavinia House,Forrest@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
11/25/17 0:00,11/2/17 0:00,13,1510,2017-11,L7u8DpBs,api,bad,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RnOnHgkW,,1,Fletcher@modocorp.com,Jenna Tucker,Karina@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
4/15/17 0:00,7/11/17 0:00,25,2025,2017-04,TMRgMCYD,api,good,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wkFSAkHT,,0,Venus@modocorp.com,Jescie Tucker,Lila@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
11/22/17 0:00,7/28/17 0:00,2,1555,2017-11,EHjIp2OE,api,unoffered,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gd4EDSp4,,1,Yuri@modocorp.com,Kathleen Preston,Illana@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
3/15/18 0:00,11/10/17 0:00,2,2097,2018-03,8lgXngTV,api,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSuLjWCS,,1,Katell@modocorp.com,Hanna Hopper,Stone@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
1/20/18 0:00,4/4/17 0:00,63,3305,2018-01,Ut9Tihyx,api,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VzZXivBe,,1,Rudyard@modocorp.com,Colton Baldwin,Noble@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
8/13/17 0:00,2/3/18 0:00,38,3768,2017-08,kDOnOfTZ,api,bad,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,szwNeApr,,0,Armand@modocorp.com,Fulton Hopper,Riley@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
12/31/17 0:00,8/10/17 0:00,72,1845,2017-12,keeJygRv,api,bad,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slvEOlU3,,1,Marcia@modocorp.com,Jolene Flynn,Amal@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
12/18/17 0:00,4/30/17 0:00,19,3285,2017-12,0YovvMty,api,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUz0r0dE,,1,Katell@modocorp.com,Hanna Hopper,Stone@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
1/12/18 0:00,2/14/18 0:00,50,69,2018-01,FYfYy51Q,api,bad,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CbPjxofr,,0,Willow@modocorp.com,Isabella Robbins,Jolene@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
9/10/17 0:00,8/9/17 0:00,45,3223,2017-09,lTPcSRWP,api,bad,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PV2shT33,,0,Scarlett@modocorp.com,Jolene Baldwin,Xaviera@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
3/24/18 0:00,11/14/17 0:00,30,2076,2018-03,4wdwQfPW,email,bad,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuZv49e7,,0,Knox@modocorp.com,Colby Delaney,Virginia@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
7/7/17 0:00,7/27/17 0:00,99,1940,2017-07,tynI1Mgu,api,good,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jyOjO9cf,,0,Xaviera@modocorp.com,Elaine Bradley,Leslie@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
2/12/18 0:00,7/25/17 0:00,48,533,2018-02,xqfnLGMD,api,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yWeBGyd7,,0,Venus@modocorp.com,Jescie Tucker,Lila@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
2/10/18 0:00,9/13/17 0:00,60,1627,2018-02,42sl4Eu1,api,good,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9xcoU2If,,0,Venus@modocorp.com,Jescie Tucker,Lila@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
3/28/18 0:00,11/15/17 0:00,66,651,2018-03,bh9aZGFF,email,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3WEMJeY,,1,Rajah@modocorp.com,Karina Ortega,Chaim@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
4/9/17 0:00,12/28/17 0:00,68,909,2017-04,xlIZMGJY,api,bad,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9jcHVmhQ,,0,Abra@modocorp.com,Lunea Beasley,Shad@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
2/10/18 0:00,9/1/17 0:00,13,1771,2018-02,GoDzJJcQ,email,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zZYJtcjP,,0,Willow@modocorp.com,Isabella Robbins,Jolene@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
5/13/17 0:00,4/27/17 0:00,54,1490,2017-05,DCScE6Yi,api,bad,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ErXT4WOW,,1,Tamekah@modocorp.com,Chaim Vincent,Xaviera@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
8/16/17 0:00,6/24/17 0:00,32,359,2017-08,p593RvAQ,api,good,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8opoYnWl,,0,Aphrodite@modocorp.com,Lavinia Vincent,Tamekah@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
8/7/17 0:00,3/23/18 0:00,73,2065,2017-08,f5wyihrX,api,good,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KBPag9ib,,0,Indigo@modocorp.com,Willow Mcgowan,Hillary@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
12/21/17 0:00,1/27/18 0:00,75,131,2017-12,YemU43Qn,email,good,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5s7PvM7M,,1,Quail@modocorp.com,Yuri Bean,Ifeoma@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
9/21/17 0:00,3/7/18 0:00,44,3133,2017-09,x0PuIhvd,email,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EO4ZvlTg,,1,Willow@modocorp.com,Isabella Robbins,Jolene@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
9/5/17 0:00,11/14/17 0:00,56,1627,2017-09,XroOe543,email,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRBYknKs,,0,Armand@modocorp.com,Fulton Hopper,Riley@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
12/31/17 0:00,7/27/17 0:00,12,3308,2017-12,hRxRZYw3,email,good,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1Zj7DEW1,,0,Colby@modocorp.com,Gemma Randall,Barrett@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
7/3/17 0:00,6/23/17 0:00,8,2841,2017-07,tDfnILvW,email,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhWAfYNJ,,1,Wilma@modocorp.com,Shelley Love,Aphrodite@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
11/13/17 0:00,9/29/17 0:00,61,1537,2017-11,QXrsPani,web,unoffered,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FQwahATl,,1,Marcia@modocorp.com,Jolene Flynn,Amal@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
11/4/17 0:00,6/21/17 0:00,66,3033,2017-11,tRMwDyKe,api,bad,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lQEWSnfp,,0,Jolene@modocorp.com,Hedley Hopper,Kerry@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
2/20/18 0:00,2/23/18 0:00,46,1546,2018-02,i7Dc9CZM,email,bad,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FVDFFPPC,,0,Leslie@modocorp.com,Willow Preston,Yuri@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
9/13/17 0:00,3/17/17 0:00,39,2451,2017-09,H5HS3Wab,email,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL1wnI0N,,0,Willow@modocorp.com,Isabella Robbins,Jolene@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
10/20/17 0:00,5/5/17 0:00,69,3116,2017-10,dFntHsMf,api,bad,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fQxwEK1h,,0,Cain@modocorp.com,Omar Norris,Emmanuel@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
4/15/17 0:00,7/5/17 0:00,62,1283,2017-04,sMy74RV2,api,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ErSag14n,,0,Naida@modocorp.com,Zorita Adams,Wilma@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
6/2/17 0:00,2/26/18 0:00,6,1487,2017-06,xuWwkiQy,api,bad,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bVts0WbK,,0,Vielka@modocorp.com,Blossom Santiago,Virginia@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
12/8/17 0:00,6/4/17 0:00,15,460,2017-12,T20DW6d9,api,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32ufFanR,,0,Colton@modocorp.com,Naomi Malone,Shelley@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
11/18/17 0:00,7/28/17 0:00,60,3284,2017-11,BUzWmHA0,api,bad,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jPovOW9z,,1,Kimberley@modocorp.com,Kendall Cross,Jelani@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
9/26/17 0:00,7/12/17 0:00,16,392,2017-09,8S29H3ZZ,api,bad,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ut6TcV2f,,0,Wilma@modocorp.com,Uma Martinez,Lionel@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
10/18/17 0:00,5/10/17 0:00,67,3806,2017-10,K1dwtN23,email,bad,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lwiXDvHp,,0,Germane@modocorp.com,Whoopi Diaz,Gemma@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
10/19/17 0:00,1/12/18 0:00,74,3173,2017-10,oirYbXyi,api,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lyK5wmHn,,1,Naida@modocorp.com,Zorita Adams,Wilma@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
1/12/18 0:00,3/29/17 0:00,13,906,2018-01,MXZQSrOq,api,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pf3z24wr,,0,Baxter@modocorp.com,Leslie Oneal,Fulton@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
8/24/17 0:00,9/20/17 0:00,18,2694,2017-08,eVY9oIoQ,email,bad,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ngcKcy0y,,0,Luke@modocorp.com,Kareem Cardenas,Jelani@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
6/22/17 0:00,1/13/18 0:00,72,2197,2017-06,O52tQ1oy,api,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zTApFEC6,,0,Hoyt@modocorp.com,Lila Villarreal,Lawrence@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
3/17/17 0:00,12/31/17 0:00,25,1952,2017-03,rI0xtVsh,api,bad,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bfaw9EP,,1,Wilma@modocorp.com,Uma Martinez,Lionel@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
3/25/18 0:00,1/10/18 0:00,48,2510,2018-03,DaHRww6V,email,bad,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U4exseUg,,0,Kendall@modocorp.com,Faith Conner,Blaine@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
8/31/17 0:00,6/19/17 0:00,25,2380,2017-08,vr0PfcRK,api,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jEN4fvCg,,0,Venus@modocorp.com,Jescie Tucker,Lila@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
3/5/18 0:00,11/12/17 0:00,55,415,2018-03,JeqbLzMS,api,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iXvc9H64,,0,Naida@modocorp.com,Zorita Adams,Wilma@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
3/25/18 0:00,12/23/17 0:00,66,1766,2018-03,uNMkYHNK,api,good,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFioI8on,,0,Sylvia@modocorp.com,Jason Whitfield,Inga@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
6/2/17 0:00,10/30/17 0:00,51,2598,2017-06,Gl1lB7vv,api,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mwZapnfH,,1,Colton@modocorp.com,Naomi Malone,Shelley@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
12/9/17 0:00,2/6/18 0:00,7,2540,2017-12,JRGckHTZ,api,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ALZS8hG,,0,Jolene@modocorp.com,Hedley Hopper,Kerry@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
8/6/17 0:00,10/22/17 0:00,55,1502,2017-08,xhu6gwWQ,email,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8hqLZxZg,,1,Willow@modocorp.com,Isabella Robbins,Jolene@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
4/22/17 0:00,4/16/17 0:00,52,695,2017-04,mlHPhX4x,api,bad,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zgRx8Fzf,,0,Fletcher@modocorp.com,Jenna Tucker,Karina@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
12/8/17 0:00,3/10/18 0:00,20,3127,2017-12,Ucb9d5uA,email,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZxDjWhUt,,0,Willow@modocorp.com,Isabella Robbins,Jolene@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
9/1/17 0:00,9/29/17 0:00,6,2667,2017-09,p5zgPxlI,api,unoffered,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jKlhNdU3,,1,Riley@modocorp.com,Palmer Mullen,Venus@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
6/26/17 0:00,6/4/17 0:00,31,2760,2017-06,k5ole6Af,api,bad,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QqaPGbR5,,0,Katell@modocorp.com,Hanna Hopper,Stone@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
5/26/17 0:00,3/19/17 0:00,5,2104,2017-05,PFIXxgL7,api,bad,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bgZkPlys,,0,Tamekah@modocorp.com,Chaim Vincent,Xaviera@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
12/31/17 0:00,12/13/17 0:00,59,1708,2017-12,dgxJSdjY,email,bad,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NxxGsiEw,,1,Forrest@modocorp.com,Barbara Sawyer,Shelley@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
6/27/17 0:00,8/3/17 0:00,51,1485,2017-06,X8H5mcQX,api,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MewbEcaT,,0,Baxter@modocorp.com,Leslie Oneal,Fulton@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
